POSICIÓN,AREA,Á.LIQ.,GRUPO DE PERSONAL,CODIGO POSTAL,MOTIVO DE LA RENUNCIA,BANDA,BAJA,REGLAPHT,ALTA,AÑOS,MESES,ANTIGÜEDAD,CLAVE DE SEXO,LUGAR DE NACIMIENTO,NACIONALIDAD,EDAD,¿CUANTO TIEMPO TIENE VIVIENDO EN CD. JUAREZ?,ESTADO CIVIL,HIJOS,Distancia,TIEMPO VIVIENDO EN CD JUAREZ - CATEGORIA,TIENE HIJOS
POS1380,MFS,S5,Direct,32575,Vol No regreso   no dio razón,DO,2022-05-19,JT031800,2021-01-26,1,15.933333333333334,478,Masculino,CHIHUAHUA,Mexican,24,,Solter,0,6.025403146377438,Menos de 1 Año,Sí
POS343,MFS,S6,Exempt,32500,Vol Otro empleo,E3,2022-05-19,ADMINIST,2017-07-27,5,58.566666666666656,1757,Masculino,CHIHUAHUA,Mexican,27,,Casad,0,11.616135671000698,Menos de 1 Año,No
POS907,VS4,S6,Exempt,32545,Vol Otro empleo,E4,2022-05-20,ADMINIST,2017-03-23,5,62.8,1884,Masculino,CHIHUAHUA,Mexican,39,,Casad,2,5.7126146248371725,Menos de 1 Año,No
POS723,LOG,S6,Exempt,32538,Vol Cambio de domicilio,E4,2022-05-20,ADMINIST,2017-05-25,5,60.7,1821,Femenino,SONORA,Mexican,27,,Solter,0,7.595804650162556,Menos de 1 Año,Sí
POS2803,VS4,S5,Direct,32676,Imp.Tra Jubilación,DNO,2022-05-23,JS011500,2007-05-07,15,183.16666666666663,5495,Masculino,SAN LUIS POTOSI,Mexican,67,,Casad,5,14.92353294468273,Menos de 1 Año,No
POS538,VS1,S5,Direct,32576,Vol Otro empleo,DO,2022-05-24,JF060600,2018-08-30,4,45.43333333333333,1363,Masculino,CHIHUAHUA,Mexican,21,,Solter,0,6.376805488828198,Menos de 1 Año,Sí
POS1380,MFS,S5,Direct,32695,Vol Prob personales y fam.,DO,2022-05-24,JT031800,2019-10-10,3,31.9,957,Femenino,CHIHUAHUA,Mexican,25,,U-Libr,2,14.766084763351962,Menos de 1 Año,No
POS1323,VS7,S5,Direct,32575,Vol Prob personales y fam.,DO,2022-05-24,JF010600,2020-02-20,2,27.46666666666666,824,Femenino,DURANGO,Mexican,24,,U-Libr,1,6.025403146377438,Menos de 1 Año,Sí
POS1559,MFS,S5,Direct,32674,Vol Insatisfacción personal,DNO,2022-05-24,JF050600,2018-01-04,4,53.36666666666665,1601,Masculino,VERACRUZ,Mexican,30,,Solter,0,12.782753425564334,Menos de 1 Año,Sí
POS347,LOG,S5,Direct,32696,Vol Prob personales y fam.,DNO,2022-05-24,JT012324,2017-08-31,5,57.566666666666656,1727,Masculino,VERACRUZ,Mexican,31,,Solter,0,13.940636066402496,Menos de 1 Año,No
POS1323,VS5,S5,Direct,32722,Vol Transferencia entre planta,DO,2022-05-24,JS011500,2013-06-24,9,108.53333333333332,3256,Femenino,ZACATECAS,Mexican,42,,Casad,4,22.054976830138827,Menos de 1 Año,No
POS538,VS7,S5,Direct,32696,Vol Otro empleo,DO,2022-05-24,JF060600,2017-09-14,5,57.1,1713,Femenino,CHIHUAHUA,Mexican,26,,Solter,0,13.940636066402496,Menos de 1 Año,Sí
POS347,LOG,S5,Direct,32575,Vol Otro empleo,DNO,2022-05-24,JF050600,2014-05-07,8,97.96666666666668,2939,Masculino,CHIHUAHUA,Mexican,28,,Solter,0,6.025403146377438,Menos de 1 Año,No
POS1323,VS5,S5,Direct,32575,Vol No regreso   no dio razón,DO,2022-05-26,JS011500,2020-11-26,2,18.2,546,Femenino,VERACRUZ,Mexican,31,,U-Libr,0,6.025403146377438,Menos de 1 Año,No
POS1230,VS5,S5,Direct,32600,Vol Transferencia entre planta,DNO,2022-05-27,ADMINIST,2018-08-30,4,45.53333333333333,1366,Masculino,CHIHUAHUA,Mexican,26,,Solter,0,18.460211302745325,Menos de 1 Año,No
POS2847,TEF,S6,Exempt,32606,Vol Otro empleo,E3,2022-05-27,ADMINIST,2021-05-27,1,12.166666666666668,365,Femenino,CHIHUAHUA,Mexican,28,,Solter,0,12.716701156516795,Menos de 1 Año,No
POS1323,VS9-ABS,S5,Direct,32599,Vol Transferencia entre planta,DO,2022-05-27,JF010600,2019-10-17,3,31.766666666666666,953,Femenino,CHIHUAHUA,Mexican,23,,Solter,0,13.59346846802786,Menos de 1 Año,No
POS2622,VS7,S6,Exempt,32695,Vol Transferencia entre planta,E3,2022-05-28,ADMINIST,2019-02-14,3,39.966666666666654,1199,Masculino,CHIHUAHUA,Mexican,25,,Solter,0,14.766084763351962,Menos de 1 Año,No
POS1748,VS7,S5,Direct,32599,Vol Cambio de domicilio,DNO,2022-05-31,JF010600,2018-03-01,4,51.73333333333334,1552,Masculino,CHIHUAHUA,Mexican,23,,Solter,0,13.59346846802786,Menos de 1 Año,No
POS1323,VS7,S5,Direct,32575,Vol Insatisfacción personal,DO,2022-05-31,JF010600,2019-08-29,3,33.53333333333333,1006,Femenino,CHIHUAHUA,Mexican,49,,Casad,2,6.025403146377438,Menos de 1 Año,No
POS1380,MFS,S5,Direct,32590,Imp.Tra Ausentismos continuos,DO,2022-05-31,JF060600,2019-09-05,3,33.3,999,Femenino,CHIHUAHUA,Mexican,32,,Sep,0,7.6167347145514395,Menos de 1 Año,Sí
POS538,VS5,S5,Direct,32575,Vol Otro empleo,DO,2022-05-31,JF060600,2019-10-31,3,31.433333333333323,943,Masculino,CHIHUAHUA,Mexican,20,,Solter,0,6.025403146377438,Menos de 1 Año,No
POS538,VS9-ABS,S5,Direct,32575,Vol Insatisfacción personal,DO,2022-05-31,JF060600,2020-01-09,2,29.1,873,Masculino,CHIHUAHUA,Mexican,22,,Solter,0,6.025403146377438,Menos de 1 Año,No
POS1323,VS9-ABS,S5,Direct,32600,Vol Cambio de domicilio,DO,2022-05-31,JS011500,2020-03-05,2,27.233333333333324,817,Masculino,CHIHUAHUA,Mexican,23,,Solter,0,18.460211302745325,Menos de 1 Año,No
POS1323,VS7,S5,Direct,32575,Vol Prob personales y fam.,DO,2022-05-31,JS011500,2020-03-05,2,27.233333333333324,817,Femenino,CHIHUAHUA,Mexican,22,,Solter,1,6.025403146377438,Menos de 1 Año,No
POS1323,VS4,S5,Direct,32575,Vol Prob personales y fam.,DO,2022-05-31,JS011500,2020-10-08,2,20.0,600,Femenino,CHIHUAHUA,Mexican,24,,U-Libr,1,6.025403146377438,Menos de 1 Año,Sí
POS1323,VS7,S5,Direct,32575,Vol Insatisfacción personal,DO,2022-05-31,JF010600,2020-10-29,2,19.3,579,Femenino,CHIHUAHUA,Mexican,23,,Solter,0,6.025403146377438,Menos de 1 Año,Sí
POS1323,VS7,S5,Direct,32575,Vol Prob personales y fam.,DO,2022-05-31,JF010600,2020-12-03,2,18.133333333333326,544,Masculino,CHIHUAHUA,Mexican,22,,U-Libr,0,6.025403146377438,Menos de 1 Año,No
POS538,VS1,S5,Direct,32100,Vol Prob personales y fam.,DO,2022-05-31,JF060600,2021-01-05,1,17.033333333333324,511,Masculino,CHIHUAHUA,Mexican,29,,Casad,2,19.114496458152686,Menos de 1 Año,No
POS538,VS9-ABS,S5,Direct,32575,Imp.Tra Ausentismos continuos,DO,2022-05-31,JT031800,2021-01-28,1,16.266666666666666,488,Femenino,TAMAULIPAS,Mexican,34,,Casad,3,6.025403146377438,Menos de 1 Año,Sí
POS538,VS9-ABS,S5,Direct,32695,Vol Transferencia entre planta,DO,2022-05-31,JT031800,2021-02-11,1,15.8,474,Femenino,VERACRUZ,Mexican,37,,Solter,2,14.766084763351962,Menos de 1 Año,Sí
POS1748,VS7,S5,Direct,32670,Vol Insatisfacción personal,DNO,2022-05-31,JF010600,2017-09-28,5,56.86666666666665,1706,Masculino,CHIHUAHUA,Mexican,23,,Solter,0,11.920380969153708,Menos de 1 Año,Sí
POS1323,VS7,S5,Direct,32575,Vol Prob personales y fam.,DO,2022-05-31,JF010600,2017-11-23,5,55.0,1650,Masculino,CHIHUAHUA,Mexican,26,,Solter,1,6.025403146377438,Menos de 1 Año,No
POS538,VS9-ABS,S5,Direct,32210,Vol Transferencia entre planta,DO,2022-05-31,JT031800,2006-04-24,16,196.03333333333336,5881,Femenino,CHIHUAHUA,Mexican,42,,Casad,1,20.48928213077728,Menos de 1 Año,Sí
POS1323,VS1,S5,Direct,32600,Imp.Tra Ausentismos continuos,DO,2022-05-31,JF010600,2017-08-31,5,57.8,1734,Femenino,CHIHUAHUA,Mexican,37,,Casad,2,18.460211302745325,Menos de 1 Año,Sí
POS1748,VS7,S5,Direct,32599,Vol Insatisfacción personal,DNO,2022-05-31,JF010600,2017-11-09,5,55.466666666666654,1664,Masculino,CHIHUAHUA,Mexican,28,,Solter,0,13.59346846802786,Menos de 1 Año,Sí
POS538,VS7,S5,Direct,32584,Vol Prob personales y fam.,DO,2022-05-31,JF060600,2015-03-04,7,88.16666666666667,2645,Femenino,ZACATECAS,Mexican,31,,U-Libr,3,4.874712011839221,Menos de 1 Año,No
POS1323,VS1,S5,Direct,32594,Vol Prob personales y fam.,DO,2022-05-31,JT012324,2015-10-28,7,80.23333333333332,2407,Femenino,ZACATECAS,Mexican,28,,Solter,2,4.4579873551447315,Menos de 1 Año,Sí
POS1657,TEF,S5,Direct,32574,Vol Transferencia entre planta,E4,2022-06-03,ADMINIST,2020-09-10,2,21.033333333333324,631,Masculino,CHIHUAHUA,Mexican,25,,Solter,0,4.268086649052308,Menos de 1 Año,Sí
POS2622,VS4,S5,Direct,32380,Vol Transferencia entre planta,E3,2022-06-03,ADMINIST,2020-11-24,2,18.533333333333324,556,Masculino,CHIHUAHUA,Mexican,23,,Solter,0,13.763945044922123,Menos de 1 Año,No
POS1657,TEF,S6,Exempt,32551,Vol Otro empleo,E4,2022-06-03,ADMINIST,2021-01-07,1,17.066666666666666,512,Masculino,CHIHUAHUA,Mexican,32,,Casad,1,,Menos de 1 Año,No
POS1448,TEF,S5,Direct,32190,Vol Transferencia entre planta,E3,2022-06-03,JF010600,2017-11-23,5,55.1,1653,Masculino,CHIHUAHUA,Mexican,27,,Solter,0,16.59959946004633,Menos de 1 Año,Sí
POS2858,QMM,S6,Exempt,32690,Vol Otro empleo,E3,2022-06-03,ADMINIST,2017-12-14,5,54.4,1632,Masculino,CHIHUAHUA,Mexican,29,,Solter,0,5.169751139513358,Menos de 1 Año,No
POS96,VS5,S5,Direct,32563,Vol Transferencia entre planta,DNO,2022-06-03,ADMINIST,2017-06-15,5,60.466666666666654,1814,Femenino,CHIHUAHUA,Mexican,43,,Sep,0,7.651533171870985,Menos de 1 Año,No
POS2062,MFS,S5,Direct,32674,Vol Transferencia entre planta,E3,2022-06-03,ADMINIST,2008-03-18,14,173.0,5190,Masculino,CD JUAREZ CHIH,Mexican,38,,Casad,2,12.782753425564334,Menos de 1 Año,No
POS1100,MFS,S6,Exempt,32740,Vol Otro empleo,E3,2022-06-03,JS011500,2015-02-04,7,89.2,2676,Masculino,NUEVO LEON,Mexican,30,,Casad,2,38.45372965383364,Menos de 1 Año,Sí
POS213,VS4,S6,Managers,32264,Vol Cambio de domicilio,SL1,2022-06-03,ADMINIST,2016-04-11,6,74.8,2244,Masculino,COAHUILA,Mexican,37,,Casad,1,,Menos de 1 Año,Sí
POS1748,VS9-ABS,S5,Direct,32500,Vol No regreso   no dio razón,DNO,2022-06-06,JS011500,2016-11-23,6,67.36666666666666,2021,Masculino,VERACRUZ,Mexican,27,,Solter,0,11.616135671000698,Menos de 1 Año,Sí
POS1323,VS9-ABS,S5,Direct,32575,Vol No regreso   no dio razón,DO,2022-06-06,JS011500,2016-11-23,6,67.36666666666666,2021,Masculino,VERACRUZ,Mexican,28,,Solter,0,6.025403146377438,Menos de 1 Año,No
POS347,LOG,S5,Direct,32584,Vol Transferencia entre planta,DNO,2022-06-07,JF050600,2019-06-27,3,35.86666666666665,1076,Femenino,PUEBLA,Mexican,27,,Solter,1,4.874712011839221,Menos de 1 Año,No
POS1323,VS9-ABS,S5,Direct,32575,Vol Prob personales y fam.,DO,2022-06-07,JF010600,2019-08-15,3,34.23333333333334,1027,Masculino,VERACRUZ,Mexican,61,,U-Libr,2,6.025403146377438,Menos de 1 Año,Sí
POS1323,VS7,S5,Direct,32575,Vol Transferencia entre planta,DO,2022-06-07,JF010600,2019-10-01,3,32.66666666666665,980,Femenino,CHIHUAHUA,Mexican,36,,Casad,4,6.025403146377438,Menos de 1 Año,Sí
POS1380,MFS,S5,Direct,32600,Vol No regreso   no dio razón,DO,2022-06-07,JT031800,2020-01-30,2,28.633333333333326,859,Masculino,DURANGO,Mexican,49,,Casad,2,18.460211302745325,Menos de 1 Año,Sí
POS1230,VS4,S5,Direct,32575,Vol Otro empleo,DNO,2022-06-07,JT012324,2020-09-10,2,21.166666666666668,635,Masculino,CHIHUAHUA,Mexican,21,,Solter,0,6.025403146377438,Menos de 1 Año,Sí
POS1323,VS5,S5,Direct,32590,Vol Transferencia entre planta,DO,2022-06-07,JS011500,2021-01-14,1,16.96666666666666,509,Femenino,OAXACA,Mexican,26,,U-Libr,1,7.6167347145514395,Menos de 1 Año,No
POS1921,MFS,S5,Direct,27000,Vol Transferencia entre planta,DO,2022-06-07,JS011500,2021-02-04,1,16.266666666666666,488,Masculino,CHIHUAHUA,Mexican,19,,Solter,1,737.350801614168,Menos de 1 Año,Sí
POS1230,VS7,S5,Direct,32580,Vol Otro empleo,DNO,2022-06-07,JF010600,2021-10-14,1,7.866666666666666,236,Masculino,CHIHUAHUA,Mexican,23,,Solter,0,7.706894327778476,Menos de 1 Año,Sí
POS1748,MFS,S5,Direct,32575,Vol Otro empleo,DNO,2022-06-07,JF060600,2017-12-14,5,54.53333333333333,1636,Masculino,NUEVO LEON,Mexican,41,,Casad,4,6.025403146377438,Menos de 1 Año,No
POS1921,MFS,S5,Direct,32590,Vol Cambio de domicilio,DO,2022-06-07,JF010600,2017-04-20,5,62.466666666666654,1874,Femenino,CHIHUAHUA,Mexican,36,,Solter,1,7.6167347145514395,Menos de 1 Año,Sí
POS2802,TEF,S5,Direct,32575,Vol Estudios,DNO,2022-06-07,JF010600,2017-07-06,5,59.9,1797,Masculino,VERACRUZ,Mexican,25,,Solter,0,6.025403146377438,Menos de 1 Año,Sí
POS347,LOG,S5,Direct,32575,Vol Transferencia entre planta,DNO,2022-06-07,JT021800,2015-03-11,7,88.16666666666667,2645,Masculino,CHIHUAHUA,Mexican,26,,Solter,0,6.025403146377438,Menos de 1 Año,No
POS1323,VS9-ABS,S5,Direct,32575,Vol Insatisfacción personal,DO,2022-06-07,JS011500,2016-07-20,6,71.6,2148,Femenino,MICHOACAN,Mexican,45,,Casad,3,6.025403146377438,Menos de 1 Año,No
POS1111,TEF,S5,Direct,32576,Vol Transferencia entre planta,DNO,2022-06-10,ADMINIST,2021-07-29,1,10.533333333333333,316,Femenino,CHIHUAHUA,Mexican,23,,Solter,0,6.376805488828198,Menos de 1 Año,Sí
POS343,MFS,S6,Exempt,32696,Vol Otro empleo,E3,2022-06-10,JS011500,2013-05-15,9,110.43333333333334,3313,Masculino,OAXACA,Mexican,28,,Casad,1,13.940636066402496,Menos de 1 Año,No
POS1323,VS9-ABS,S5,Direct,32575,Vol Otro empleo,DO,2022-06-14,JT012324,2018-03-08,4,51.966666666666654,1559,Masculino,TABASCO,Mexican,24,,Solter,0,6.025403146377438,Menos de 1 Año,Sí
POS1323,VS7,S5,Direct,32575,Vol Insatisfacción personal,DO,2022-06-14,JF010600,2018-05-10,4,49.86666666666665,1496,Masculino,CHIHUAHUA,Mexican,24,,Solter,0,6.025403146377438,Menos de 1 Año,No
POS347,LOG,S5,Direct,32590,Vol Otro empleo,DNO,2022-06-14,JS011500,2019-04-17,3,38.466666666666654,1154,Masculino,CHIHUAHUA,Mexican,25,,Solter,0,7.6167347145514395,Menos de 1 Año,No
POS347,LOG,S5,Direct,32575,Imp.Tra Ausentismos continuos,DNO,2022-06-14,JT012324,2019-11-07,3,31.666666666666668,950,Masculino,CHIHUAHUA,Mexican,32,,U-Libr,3,6.025403146377438,Menos de 1 Año,No
POS538,VS1,S5,Direct,32575,Vol Estudios,DO,2022-06-14,JT031800,2020-01-30,2,28.866666666666667,866,Femenino,COAHUILA,Mexican,21,,Solter,0,6.025403146377438,Menos de 1 Año,Sí
POS1745,MFS,S5,Direct,32563,Vol Otro empleo,DNO,2022-06-14,ADMINIST,2020-01-30,2,28.866666666666667,866,Masculino,NUEVO LEON,Mexican,24,,Solter,0,7.651533171870985,Menos de 1 Año,No
POS2756,TEF,S5,Direct,32590,Vol Otro empleo,DNO,2022-06-14,ADMINIST,2020-03-05,2,27.7,831,Masculino,CHIHUAHUA,Mexican,24,,Solter,0,7.6167347145514395,Menos de 1 Año,No
POS1323,VS9-ABS,S5,Direct,32575,Vol Transferencia entre planta,DO,2022-06-14,JS011500,2020-12-29,2,17.733333333333324,532,Masculino,DURANGO,Mexican,20,,U-Libr,1,6.025403146377438,Menos de 1 Año,No
POS1921,MFS,S5,Direct,32575,Vol Estudios,DO,2022-06-14,JS011500,2021-01-19,1,17.033333333333324,511,Femenino,CHIHUAHUA,Mexican,20,,Solter,0,6.025403146377438,Menos de 1 Año,Sí
POS1323,VS7,S5,Direct,32594,Vol Cambio de domicilio,DO,2022-06-14,JF010600,2005-05-30,17,207.46666666666664,6224,Masculino,COAHUILA,Mexican,48,,Casad,3,4.4579873551447315,Menos de 1 Año,No
POS1559,MFS,S5,Direct,32425,Vol Otro empleo,DNO,2022-06-14,JT012324,2005-08-08,17,205.13333333333335,6154,Masculino,PUEBLA,Mexican,38,,Casad,3,14.937596259270165,Menos de 1 Año,Sí
POS1380,MFS,S5,Direct,32600,Imp.Tra Ausentismos continuos,DO,2022-06-14,JT031800,2017-07-06,5,60.13333333333333,1804,Masculino,CHIHUAHUA,Mexican,25,,Solter,0,18.460211302745325,Menos de 1 Año,Sí
POS1323,VS9-ABS,S5,Direct,32594,Vol Razones médicas,DO,2022-06-14,JS011500,2014-01-08,8,102.63333333333333,3079,Femenino,CHIHUAHUA,Mexican,46,,Casad,2,4.4579873551447315,Menos de 1 Año,No
POS1559,MFS,S5,Direct,32576,Vol Otro empleo,DNO,2022-06-14,JF010600,2015-07-22,7,83.96666666666668,2519,Femenino,VERACRUZ,Mexican,36,,Casad,1,6.376805488828198,Menos de 1 Año,Sí
POS1921,MFS,S5,Direct,32575,Imp.Tra Ausentismos continuos,DO,2022-06-16,JS011500,2019-11-07,3,31.733333333333324,952,Masculino,CHIHUAHUA,Mexican,20,,Solter,0,6.025403146377438,Menos de 1 Año,Sí
POS60,TEF,S6,Exempt,32472,Vol Otro empleo,E3,2022-06-17,ADMINIST,2017-07-27,5,59.53333333333333,1786,Masculino,CHIHUAHUA,Mexican,35,,Casad,0,5.701427952235059,Menos de 1 Año,No
POS1921,MFS,S5,Direct,32550,Muerte Accidental,DO,2022-06-17,JS011500,2015-06-10,7,85.46666666666668,2564,Femenino,VERACRUZ,Mexican,33,,Solter,0,6.212976326401295,Menos de 1 Año,No
POS1323,VS9-ABS,S5,Direct,32575,Imp.Tra Ausentismos continuos,DO,2022-06-20,JS011500,2020-03-05,2,27.9,837,Femenino,COAHUILA,Mexican,31,,U-Libr,3,6.025403146377438,Menos de 1 Año,No
POS1323,VS1,S5,Direct,32599,Vol Prob personales y fam.,DO,2022-06-21,JT012324,2019-10-03,3,33.066666666666656,992,Femenino,CHIHUAHUA,Mexican,29,,Solter,2,13.59346846802786,Menos de 1 Año,Sí
POS1323,VS5,S5,Direct,32575,Vol Otro empleo,DO,2022-06-21,JF010600,2019-10-31,3,32.13333333333333,964,Masculino,VERACRUZ,Mexican,24,,Solter,0,6.025403146377438,Menos de 1 Año,Sí
POS1323,VS9-ABS,S5,Direct,32599,Vol Transferencia entre planta,DO,2022-06-21,JS011500,2020-12-10,2,18.6,558,Femenino,CHIHUAHUA,Mexican,22,,U-Libr,1,13.59346846802786,Menos de 1 Año,No
POS538,VS9-ABS,S5,Direct,32575,Vol Transferencia entre planta,DO,2022-06-21,JT031800,2021-01-05,1,17.733333333333324,532,Masculino,CHIHUAHUA,Mexican,20,,Solter,0,6.025403146377438,Menos de 1 Año,Sí
POS538,VS7,S5,Direct,32575,Vol No regreso   no dio razón,DO,2022-06-21,JF060600,2017-02-01,5,65.53333333333332,1966,Femenino,VERACRUZ,Mexican,29,,U-Libr,3,6.025403146377438,Menos de 1 Año,No
POS1323,VS7,S5,Direct,32575,Vol Insatisfacción personal,DO,2022-06-21,JF010600,2017-06-08,5,61.3,1839,Femenino,CHIHUAHUA,Mexican,26,,Solter,1,6.025403146377438,Menos de 1 Año,Sí
POS347,LOG,S5,Direct,32575,Vol Otro empleo,DNO,2022-06-21,JF010600,2013-05-02,9,111.23333333333332,3337,Masculino,NVO CASAS GRANDES,Mexican,29,,U-Libr,0,6.025403146377438,Menos de 1 Año,Sí
POS1819,LOG,S5,Direct,32577,Vol Estudios,DNO,2022-06-21,JF010600,2014-08-11,8,95.7,2871,Masculino,CHIHUAHUA,Mexican,30,,Casad,1,13.339587815816865,Menos de 1 Año,No
POS1748,VS5,S5,Direct,32590,Vol Transferencia entre planta,DNO,2022-06-21,JT021800,2015-01-21,7,90.26666666666668,2708,Masculino,CHIHUAHUA,Mexican,32,,Solter,0,7.6167347145514395,Menos de 1 Año,Sí
POS1323,VS9-ABS,S5,Direct,32594,Vol No regreso   no dio razón,DO,2022-06-21,JT012324,2016-08-17,6,71.13333333333333,2134,Femenino,AGUASCALIENTES,Mexican,46,,Solter,2,4.4579873551447315,Menos de 1 Año,No
POS538,VS9-ABS,S5,Direct,32575,Vol No regreso   no dio razón,DO,2022-06-21,JF010600,2016-11-02,6,68.56666666666666,2057,Femenino,OAXACA,Mexican,41,,U-Libr,3,6.025403146377438,Menos de 1 Año,Sí
POS1323,VS5,S5,Direct,32598,Imp.Tra Falsificación de doctos.,DO,2022-06-22,JF010600,2017-12-14,5,55.03333333333333,1651,Masculino,CHIHUAHUA,Mexican,27,,U-Libr,1,14.816703036317268,Menos de 1 Año,Sí
POS1323,VS9-ABS,S5,Direct,32575,Imp.Tra Ausentismos continuos,DO,2022-06-23,JS011500,2021-01-21,1,17.266666666666666,518,Masculino,CHIHUAHUA,Mexican,27,,Solter,0,6.025403146377438,Menos de 1 Año,Sí
POS514,LOG,S6,Exempt,32697,Vol Otro empleo,E3,2022-06-24,ADMINIST,2018-10-18,4,44.833333333333336,1345,Masculino,CHIHUAHUA,Mexican,32,,Solter,0,9.352542138276764,Menos de 1 Año,No
POS1667,TEF,S6,Managers,32560,Imp.Pat Terminación del Contrato,SL1,2022-06-24,ADMINIST,2006-03-06,16,198.46666666666664,5954,Femenino,CHIHUAHUA,Mexican,48,,Casad,0,10.674237037613494,Menos de 1 Año,No
POS1230,VS7,S5,Direct,75116,Vol Otro empleo,DNO,2022-06-28,JF010600,2018-02-01,4,53.6,1608,Masculino,PUEBLA,Mexican,24,,Solter,0,1630.6349174707034,Menos de 1 Año,No
POS2567,TEF,S5,Direct,32577,Vol Otro empleo,DNO,2022-06-28,ADMINIST,2018-08-30,4,46.6,1398,Masculino,CHIHUAHUA,Mexican,25,,Solter,0,13.339587815816865,Menos de 1 Año,No
POS1323,VS7,S5,Direct,32600,Vol Prob personales y fam.,DO,2022-06-28,JF010600,2019-07-04,3,36.333333333333336,1090,Femenino,OAXACA,Mexican,22,,Solter,0,18.460211302745325,Menos de 1 Año,No
POS1921,MFS,S5,Direct,32575,Vol Insatisfacción personal,DO,2022-06-28,JT012324,2020-03-12,2,27.933333333333323,838,Masculino,CHIHUAHUA,Mexican,25,,Solter,1,6.025403146377438,Menos de 1 Año,No
POS1380,MFS,S5,Direct,32599,Vol Transferencia entre planta,DO,2022-06-28,JT031800,2021-01-07,1,17.9,537,Masculino,VERACRUZ,Mexican,19,,Solter,0,13.59346846802786,Menos de 1 Año,Sí
POS1323,VS7,S5,Direct,32696,Vol Otro empleo,DO,2022-06-28,JF010600,2021-01-14,1,17.666666666666668,530,Femenino,CHIHUAHUA,Mexican,26,,Solter,0,13.940636066402496,Menos de 1 Año,No
POS1559,MFS,S5,Direct,32696,Vol Otro empleo,DNO,2022-06-28,JF010600,2017-11-02,5,56.63333333333333,1699,Masculino,CHIHUAHUA,Mexican,26,,Solter,0,13.940636066402496,Menos de 1 Año,No
POS1921,MFS,S5,Direct,32695,Vol Razones médicas,DO,2022-06-28,JS011500,2017-11-16,5,56.16666666666665,1685,Masculino,CHIHUAHUA,Mexican,22,,Solter,0,14.766084763351962,Menos de 1 Año,No
POS1323,VS4,S5,Direct,32575,Vol Otro empleo,DO,2022-06-28,JF010600,2017-01-25,5,66.0,1980,Masculino,VERACRUZ,Mexican,23,,Solter,0,6.025403146377438,Menos de 1 Año,No
POS1559,MFS,S5,Direct,32720,Vol Otro empleo,DNO,2022-06-28,JT021800,2017-08-31,5,58.73333333333334,1762,Masculino,COAHUILA,Mexican,35,,Sep,1,22.597263960481488,Menos de 1 Año,No
POS1376,MFS,S5,Direct,32576,Vol Insatisfacción personal,DNO,2022-06-28,JT021800,2015-07-15,7,84.66666666666667,2540,Femenino,VERACRUZ,Mexican,29,,Solter,0,6.376805488828198,Menos de 1 Año,Sí
POS101,MFS,S6,Exempt,32590,Vol Otro empleo,E3,2022-06-30,ADMINIST,2007-09-10,15,180.23333333333335,5407,Masculino,CHIHUAHUA,Mexican,40,,Casad,3,7.6167347145514395,Menos de 1 Año,No
POS1323,VS7,S5,Direct,32575,Vol Transferencia entre planta,DO,2022-07-01,JF010600,2020-12-15,2,18.766666666666666,563,Femenino,COAHUILA,Mexican,39,,Casad,5,6.025403146377438,Menos de 1 Año,Sí
POS2729,TEF,S6,Exempt,32674,Imp.Tra Jubilación,E4,2022-07-01,ADMINIST,1995-06-05,27,329.6,9888,Masculino,CHIHUAHUA,Mexican,58,,Solter,2,12.782753425564334,Menos de 1 Año,Sí
POS1323,VS7,S5,Direct,32662,Vol Transferencia entre planta,DO,2022-07-01,JF010600,2009-10-05,13,155.06666666666663,4652,Femenino,CHIHUAHUA,Mexican,51,,Casad,2,5.539363926289355,Menos de 1 Año,Sí
POS2622,VS7,S6,Exempt,32540,Vol Otro empleo,E4,2022-07-01,ADMINIST,2013-05-27,9,110.73333333333332,3322,Masculino,CHIHUAHUA,Mexican,33,,Solter,0,2.6942229076486908,Menos de 1 Año,Sí
POS907,VS7,S6,Exempt,32540,Vol Prob personales y fam.,E4,2022-07-01,ADMINIST,2014-05-05,8,99.3,2979,Masculino,CHIHUAHUA,Mexican,60,,Sep,3,2.6942229076486908,Menos de 1 Año,No
POS101,MFS,S6,Exempt,32674,Vol Otro empleo,E3,2022-07-04,ADMINIST,2018-06-07,4,49.6,1488,Masculino,CHIHUAHUA,Mexican,26,,Solter,0,12.782753425564334,Menos de 1 Año,Sí
POS1365,VS1,S5,Direct,32540,Vol Otro empleo,DNO,2022-07-05,JS011500,2018-02-01,4,53.833333333333336,1615,Masculino,CHIHUAHUA,Mexican,26,,Solter,0,2.6942229076486908,Menos de 1 Año,No
POS1323,VS1,S5,Direct,32575,Vol Transferencia entre planta,DO,2022-07-05,JS011500,2018-04-12,4,51.5,1545,Masculino,COAHUILA,Mexican,26,,Solter,0,6.025403146377438,Menos de 1 Año,No
POS1921,MFS,S5,Direct,32575,Imp.Tra Ausentismos continuos,DO,2022-07-05,JF010600,2019-01-10,3,42.4,1272,Femenino,CHIHUAHUA,Mexican,26,,Casad,1,6.025403146377438,Menos de 1 Año,No
POS347,LOG,S5,Direct,32583,Vol Otro empleo,DNO,2022-07-05,JF050600,2019-07-18,3,36.1,1083,Masculino,CHIHUAHUA,Mexican,22,,Solter,0,9.366780562752464,Menos de 1 Año,Sí
